"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"nb_5058_117","massage parlor: give a massage without using massage oil","give a massage without using massage oil","massage parlor","","","normbank","6","taboo","0.667"
"nb_3489_1","cafe: avoid eye contact with other people","avoid eye contact with other people","cafe","","","normbank","10","taboo","0.5"
"nb_961_0","construction site: play games on your phone","play games on your phone","construction site","","","normbank","19","normal","0.474"
"nb_5059_35","athletic field: wear a football jersey","wear a football jersey","athletic field","","","normbank","14","taboo","0.571"
"nb_5060_94","interrogation room: ask for a lawyer","ask for a lawyer","interrogation room","","","normbank","6","normal","0.5"
"nb_292_99","office: wear casual clothes","wear casual clothes","office","","","normbank","9","normal","0.667"
"nb_5061_89","gun shop: play with the trigger","play with the trigger","gun shop","","","normbank","7","expected","0.429"
"nb_5062_86","bakery: clean something","clean something","bakery","","","normbank","6","expected","0.333"
"nb_476_6","library: bring food","bring food","library","","","normbank","18","normal","0.5"
"nb_1257_32","attic: meditate","meditate","attic","","","normbank","10","taboo","0.5"
"nb_5064_52","bar: ask for a mixed drink","ask for a mixed drink","bar","","","normbank","20","taboo","0.35"
"nb_5065_93","parking lot: yielding to pedestrians","yielding to pedestrians","parking lot","","","normbank","5","expected","0.4"
"nb_382_114","nursing home: swear","swear","nursing home","","","normbank","7","normal","0.429"
"nb_5066_47","airport: make jokes about weapons","make jokes about weapons","airport","","","normbank","6","normal","0.667"
"nb_5067_76","kindergarden: eat a pb&j sandwich","eat a pb&j sandwich","kindergarden","","","normbank","15","normal","0.6"
"nb_5068_85","music store: buy a cassette tape","buy a cassette tape","music store","","","normbank","16","taboo","0.375"
"nb_195_89","gun shop: flirt with someone","flirt with someone","gun shop","","","normbank","11","taboo","0.455"
"nb_368_57","circus: wear a mask","wear a mask","circus","","","normbank","5","expected","0.6"
"nb_704_35","athletic field: wear fur","wear fur","athletic field","","","normbank","5","taboo","0.8"
"nb_615_29","church or chapel: listen to music","listen to music","church or chapel","","","normbank","24","normal","0.542"
"nb_5070_18","golf course: mow the turfgrass","mow the turfgrass","golf course","","","normbank","13","taboo","0.692"
"nb_5071_93","parking lot: break into a car","break into a car","parking lot","","","normbank","17","normal","0.471"
"nb_692_109","temple: wear brightly colored clothing","wear brightly colored clothing","temple","","","normbank","10","taboo","0.4"
"nb_129_112","garden: yell","yell","garden","","","normbank","9","taboo","0.556"
"nb_5072_56","post office: breathe heavily","breathe heavily","post office","","","normbank","6","taboo","0.333"
"nb_5073_66","hospital: get a x-ray","get a x-ray","hospital","","","normbank","7","taboo","0.571"
"nb_2121_99","office: listen to music without headphones","listen to music without headphones","office","","","normbank","15","normal","0.467"
"nb_277_74","bank: cry","cry","bank","","","normbank","12","taboo","0.5"
"nb_4852_121","hotel lobby: sit down in a chair","sit down in a chair","hotel lobby","","","normbank","5","normal","0.8"
"nb_5075_54","crime scene: give a statement to the police","give a statement to the police","crime scene","","","normbank","6","normal","0.5"
"nb_107_6","library: talk about suicide","talk about suicide","library","","","normbank","10","normal","0.6"
"nb_847_22","park: swim","swim","park","","","normbank","17","taboo","0.765"
"nb_671_109","temple: talk on the phone","talk on the phone","temple","","","normbank","13","taboo","0.615"
"nb_5077_66","hospital: challenge the diagnosis","challenge the diagnosis","hospital","","","normbank","11","taboo","0.636"
"nb_5078_83","market: carry heavy bags","carry heavy bags","market","","","normbank","11","normal","0.455"
"nb_615_101","racetrack: listen to music","listen to music","racetrack","","","normbank","14","normal","0.5"
"nb_5079_3","banquet hall: sit at the head of the table","sit at the head of the table","banquet hall","","","normbank","11","taboo","0.455"
"nb_250_68","bus: smoke a cigarette","smoke a cigarette","bus","","","normbank","5","normal","0.8"
"nb_5080_113","fair: buy a snow cone","buy a snow cone","fair","","","normbank","11","taboo","0.364"
"nb_5081_79","boat: get in the water","get in the water","boat","","","normbank","29","normal","0.448"
"nb_4145_25","art gallery: scream at the top of your lungs","scream at the top of your lungs","art gallery","","","normbank","12","taboo","0.5"
"nb_5082_65","jail or prison: sweep and mop the floors","sweep and mop the floors","jail or prison","","","normbank","7","taboo","0.429"
"nb_212_63","childs room: talk about religion","talk about religion","childs room","","","normbank","7","expected","0.429"
"nb_359_30","bedroom: scream","scream","bedroom","","","normbank","10","taboo","0.5"
"nb_3392_116","desert: carry a backpack","carry a backpack","desert","","","normbank","21","expected","0.476"
"nb_5083_3","banquet hall: drink out of plastic cups","drink out of plastic cups","banquet hall","","","normbank","5","expected","0.4"
"nb_5084_71","backyard: hang laundry out to dry","hang laundry out to dry","backyard","","","normbank","8","taboo","0.5"
"nb_5085_79","boat: have a map","have a map","boat","","","normbank","9","expected","0.444"
"nb_5087_3","banquet hall: leave your chopsticks sticking up in your bowl","leave your chopsticks sticking up in your bowl","banquet hall","","","normbank","7","taboo","0.429"
"nb_57_6","library: eat food","eat food","library","","","normbank","7","taboo","0.429"
"nb_253_11","doctors office: talk about salaries","talk about salaries","doctors office","","","normbank","11","taboo","0.545"
"nb_1767_30","bedroom: study","study","bedroom","","","normbank","5","taboo","0.6"
"nb_2792_81","cinema: buy candy","buy candy","cinema","","","normbank","13","normal","0.462"
"nb_2107_59","barber shop or beauty salon: picking your nose","picking your nose","barber shop or beauty salon","","","normbank","13","taboo","0.538"
"nb_5088_1","cafe: add sugar to your coffee","add sugar to your coffee","cafe","","","normbank","9","taboo","0.556"
"nb_3720_1","cafe: serve food","serve food","cafe","","","normbank","8","taboo","0.5"
"nb_5089_35","athletic field: throw objects onto the field","throw objects onto the field","athletic field","","","normbank","13","taboo","0.462"
"nb_3278_56","post office: lean on the counter","lean on the counter","post office","","","normbank","5","normal","0.6"
"nb_5090_20","army base: climb on roofs","climb on roofs","army base","","","normbank","10","normal","0.4"
"nb_520_26","boxing hall: wear a hat","wear a hat","boxing hall","","","normbank","8","normal","0.5"
"nb_5091_62","museum: go into the restroom","go into the restroom","museum","","","normbank","7","taboo","0.429"
"nb_5092_1","cafe: order 10 cups of coffee","order 10 cups of coffee","cafe","","","normbank","7","taboo","0.429"
"nb_5094_61","kitchen: put a hot pan on a cold surface","put a hot pan on a cold surface","kitchen","","","normbank","10","normal","0.5"
"nb_1066_83","market: wear a headdress","wear a headdress","market","","","normbank","7","expected","0.429"
"nb_5095_99","office: watch children's television","watch children's television","office","","","normbank","6","expected","0.5"
"nb_2647_24","dentists office: spitting","spitting","dentists office","","","normbank","15","taboo","0.6"
"nb_597_32","attic: take a nap","take a nap","attic","","","normbank","10","taboo","0.5"
"nb_164_36","beach: fall asleep","fall asleep","beach","","","normbank","8","taboo","0.5"
"nb_290_29","church or chapel: talk about money","talk about money","church or chapel","","","normbank","7","taboo","0.714"
"nb_5096_56","post office: stand on the counter","stand on the counter","post office","","","normbank","5","normal","1.0"
"nb_346_11","doctors office: drink water","drink water","doctors office","","","normbank","5","taboo","0.4"
"nb_5097_14","bathroom: use toilet paper","use toilet paper","bathroom","","","normbank","15","expected","0.467"
"nb_5098_17","airplane cabin: inject yourself with factor viii","inject yourself with factor viii","airplane cabin","","","normbank","6","taboo","0.5"
"nb_102_52","bar: wear high heels","wear high heels","bar","","","normbank","9","normal","0.667"
"nb_530_101","racetrack: pretend to be asleep","pretend to be asleep","racetrack","","","normbank","7","taboo","0.571"
"nb_538_121","hotel lobby: walk around barefoot","walk around barefoot","hotel lobby","","","normbank","8","taboo","0.625"
"nb_5099_1","cafe: use the cafe's microwave","use the cafe's microwave","cafe","","","normbank","9","normal","0.444"
"nb_5101_113","fair: get a temporary tattoo","get a temporary tattoo","fair","","","normbank","6","taboo","0.833"
"nb_163_0","construction site: eat lunch","eat lunch","construction site","","","normbank","6","taboo","0.5"
"nb_781_65","jail or prison: sing patriotic songs","sing patriotic songs","jail or prison","","","normbank","9","taboo","0.556"
"nb_195_58","garage: flirt with someone","flirt with someone","garage","","","normbank","16","taboo","0.5"
"nb_5102_15","pool: post about it on social media","post about it on social media","pool","","","normbank","8","normal","0.75"
"nb_2601_31","ski resort: build a snowman","build a snowman","ski resort","","","normbank","13","normal","0.462"
"nb_1568_32","attic: shave your legs","shave your legs","attic","","","normbank","5","taboo","0.6"
"nb_151_22","park: get drunk","get drunk","park","","","normbank","13","taboo","0.615"
"nb_5103_48","gift shop: ask to borrow a pen or pencil","ask to borrow a pen or pencil","gift shop","","","normbank","12","normal","0.5"
"nb_5104_69","alcoholics ward: dance on tables","dance on tables","alcoholics ward","","","normbank","9","taboo","0.556"
"nb_92_51","camera shop: wear headphones","wear headphones","camera shop","","","normbank","10","normal","0.5"
"nb_2105_10","grocery store: lay on the floor","lay on the floor","grocery store","","","normbank","6","taboo","0.333"
"nb_5106_68","bus: ask a stranger for help","ask a stranger for help","bus","","","normbank","7","taboo","0.571"
"nb_520_66","hospital: wear a hat","wear a hat","hospital","","","normbank","7","normal","0.429"
"nb_5107_80","campsite: use a saw","use a saw","campsite","","","normbank","13","normal","0.538"
"nb_5108_32","attic: make love","make love","attic","","","normbank","13","taboo","0.538"
"nb_326_25","art gallery: make loud noises","make loud noises","art gallery","","","normbank","12","expected","0.583"
"nb_5109_116","desert: carry a compass","carry a compass","desert","","","normbank","15","normal","0.533"
"nb_425_45","white house: bring in a pet","bring in a pet","white house","","","normbank","12","normal","0.333"
"nb_140_83","market: wear a dress","wear a dress","market","","","normbank","8","taboo","0.75"
"nb_5110_13","drugstore: open a box","open a box","drugstore","","","normbank","6","normal","0.833"
"nb_5111_71","backyard: put up a tent","put up a tent","backyard","","","normbank","14","taboo","0.5"
